Photo,Isomeric_SMILES,SMILES_without_chirality
1730,OC[C@H]1O[C@@H](Oc2cc(O)cc(/C=C\c3ccc(O)cc3)c2)[C@@H](O)[C@@H](O)[C@@H]1O,OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)C(O)C(O)C1O
1731,Oc1cc(O)c2c(ccc3ccc(O)cc32)c1,Oc1cc(O)c2c(ccc3ccc(O)cc32)c1
1732,CC(=O)/C=C/c1ccc2cc(O)cc(O)c2c1,CC(=O)C=Cc1ccc2cc(O)cc(O)c2c1
1733,[O-]c1ccc(/C=C/c2cc([O-])cc(O)c2)cc1,[O-]c1ccc(C=Cc2cc([O-])cc(O)c2)cc1
1734,[O-]c1ccc(/C=C/c2cc([O-])cc(O)c2)cc1,[O-]c1ccc(C=Cc2cc([O-])cc(O)c2)cc1
1735,CC1(OO)OOC(=O)CC1Cc1ccccc1,CC1(OO)OOC(=O)CC1Cc1ccccc1
1736,CC1(OO)OOC(=O)CC1Cc1ccccc1,CC1(OO)OOC(=O)CC1Cc1ccccc1
1737,CC1(O)OOC(=O)CC1Cc1ccccc1,CC1(O)OOC(=O)CC1Cc1ccccc1
1738,CC(=O)C(CC(=O)OO)Cc1ccccc1,CC(=O)C(CC(=O)OO)Cc1ccccc1
1739,CC1(OO)OOC(=O)CC1Cc1ccccc1,CC1(OO)OOC(=O)CC1Cc1ccccc1
1740,CC(=O)C(CC(=O)O)Cc1ccccc1,CC(=O)C(CC(=O)O)Cc1ccccc1
1741,CC1(OO)OOC(=O)CC1Cc1ccccc1Cl,CC1(OO)OOC(=O)CC1Cc1ccccc1Cl
1742,CC1(OO)CCC(=O)OO1,CC1(OO)CCC(=O)OO1
1743,CC1CC(C)(OO)OOC1=O,CC1CC(C)(OO)OOC1=O
1744,CCCCC1(OO)CCC(=O)OO1,CCCCC1(OO)CCC(=O)OO1
1745,CC(=O)c1ccccc1,CC(=O)c1ccccc1
1746,N#Cc1ccc(/N=N/Sc2ccccc2)cc1,N#Cc1ccc(N=NSc2ccccc2)cc1
1747,N#Cc1ccc(Sc2ccccc2)cc1,N#Cc1ccc(Sc2ccccc2)cc1
1748,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1
1749,C1=CCCC1,C1=CCCC1
1750,O=C1c2ccccc2C(=O)N1OCc1ccccc1,O=C1c2ccccc2C(=O)N1OCc1ccccc1
1751,O=Cc1ccccc1,O=Cc1ccccc1
1752,O=C1c2ccccc2C(=O)N1OCc1ccccc1,O=C1c2ccccc2C(=O)N1OCc1ccccc1
1753,CC(ON1C(=O)c2ccccc2C1=O)c1ccccc1,CC(ON1C(=O)c2ccccc2C1=O)c1ccccc1
1754,O=C1c2ccccc2C(=O)N1OCc1ccc(Br)cc1,O=C1c2ccccc2C(=O)N1OCc1ccc(Br)cc1
1755,Cc1ccc(CON2C(=O)c3ccccc3C2=O)cc1,Cc1ccc(CON2C(=O)c3ccccc3C2=O)cc1
1756,O=[N+]([O-])CC(O)c1ccccc1,O=[N+]([O-])CC(O)c1ccccc1
1757,O=C1C(c2ccccc2)C(=O)N2C(=O)C(c3ccccc3)C(=O)N12,O=C1C(c2ccccc2)C(=O)N2C(=O)C(c3ccccc3)C(=O)N12
1758,c1ccc(C23CCC(c4ccccc4)(C2)OO3)cc1,c1ccc(C23CCC(c4ccccc4)(C2)OO3)cc1
1759,c1ccc(C2(c3ccccc3)CCC(c3ccccc3)(c3ccccc3)OO2)cc1,c1ccc(C2(c3ccccc3)CCC(c3ccccc3)(c3ccccc3)OO2)cc1
1760,c1ccc(C2(c3ccccc3)OOC(c3ccccc3)(c3ccccc3)C3CCCC32)cc1,c1ccc(C2(c3ccccc3)OOC(c3ccccc3)(c3ccccc3)C3CCCC32)cc1
1761,O=C(O)[C@H]1CSC(c2nc3ccc(O)cc3s2)=N1,O=C(O)C1CSC(c2nc3ccc(O)cc3s2)=N1
1762,O=C1CSC(c2nc3ccc([O-])cc3s2)=N1,O=C1CSC(c2nc3ccc([O-])cc3s2)=N1
1763,Nc1ccccc1-c1ccccc1C[Ar],Nc1ccccc1-c1ccccc1C[Ar]
1764,Cc1ccc(/C=C/c2ccccc2)cc1,Cc1ccc(C=Cc2ccccc2)cc1
1765,Cc1cccc(C)c1OCOc1ccccc1I,Cc1cccc(C)c1OCOc1ccccc1I
1766,O=C(/C=C/CCC/C=C/C(=O)c1ccccc1)c1ccccc1,O=C(C=CCCCC=CC(=O)c1ccccc1)c1ccccc1
1767,O=C(c1ccccc1)C1C(C(=O)c2ccccc2)[C@@H]2CCC[C@H]12,O=C(c1ccccc1)C1C2CCCC2C1C(=O)c1ccccc1
1768,[Li]O/C(=C/[C]CCC/C=C/C(=O)c1ccccc1)c1ccccc1,[Li]OC(=C[C]CCCC=CC(=O)c1ccccc1)c1ccccc1
1769,CC1=CCC(C(=O)c2ccccc2O)[C@H](c2ccccc2)C1,CC1=CCC(C(=O)c2ccccc2O)C(c2ccccc2)C1
1770,O=C(/C=C/c1ccccc1)c1ccccc1O,O=C(C=Cc1ccccc1)c1ccccc1O
1771,CN1C(=O)N(C)C2C3N(C)C(=O)N(C)C(=O)[C@@]3(C)[C@@]2(C)C1=O,CN1C(=O)N(C)C2C3N(C)C(=O)N(C)C(=O)C3(C)C2(C)C1=O
1772,Cc1cn(C)c(=O)n(C)c1=O,Cc1cn(C)c(=O)n(C)c1=O
1773,CN(C)C1=NC(=O)N2CCCN3C(=O)N=C(N(C)C)C4C1[C@@H]2[C@H]43,CN(C)C1=NC(=O)N2CCCN3C(=O)N=C(N(C)C)C4C1C2C43
1774,CN(C)c1ccn(CCCn2ccc(N(C)C)nc2=O)c(=O)n1,CN(C)c1ccn(CCCn2ccc(N(C)C)nc2=O)c(=O)n1
1775,CC(C)(C)C(=O)C(C)(O)CC(=O)NCc1c[nH]c(=O)[nH]c1=O,CC(C)(C)C(=O)C(C)(O)CC(=O)NCc1c[nH]c(=O)[nH]c1=O
1776,CC1(C)CC2=C=C3C=CN=C[C@H]3[C@H](Sc3ccccc3)C2C1,CC1(C)CC2=C=C3C=CN=CC3C(Sc3ccccc3)C2C1
1777,CC(C)(CC#Cc1ccncc1)C/C=C\Sc1ccccc1,CC(C)(CC#Cc1ccncc1)CC=CSc1ccccc1
1778,C1CN=C2NCCCN2C1,C1CN=C2NCCCN2C1
1779,N=C(N)N,N=C(N)N
1780,C1CNP2(=N1)NCCN2,C1CNP2(=N1)NCCN2
1781,CCC#Cc1ccncc1,CCC#Cc1ccncc1
1782,CC1(C)Cc2cc3ccncc3cc2C1,CC1(C)Cc2cc3ccncc3cc2C1
1783,C#CCn1c(Br)cc(C(CC)C(=O)OC)cc1=O,C#CCn1c(Br)cc(C(CC)C(=O)OC)cc1=O
1784,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
1785,N#Cc1ccccc1SSc1ccccc1C#N,N#Cc1ccccc1SSc1ccccc1C#N
1786,O=C1c2ccccc2C(=O)N1OCc1ccccc1,O=C1c2ccccc2C(=O)N1OCc1ccccc1
1787,O=C1NC(O)c2ccccc21,O=C1NC(O)c2ccccc21
1788,O=C(Cc1cccc2ccccc12)ON1C(=O)c2ccccc2C1=O,O=C(Cc1cccc2ccccc12)ON1C(=O)c2ccccc2C1=O
1789,Cc1ccc(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)cc1,Cc1ccc(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)cc1
1790,CCON1C(=O)c2ccccc2C1=O,CCON1C(=O)c2ccccc2C1=O
1791,CC(=O)ON1C(=O)c2ccccc2C1=O,CC(=O)ON1C(=O)c2ccccc2C1=O
1792,O=C(ON1C(=O)c2ccccc2C1=O)c1ccccc1,O=C(ON1C(=O)c2ccccc2C1=O)c1ccccc1
1793,CCOC(=O)C(ON1C(=O)c2ccccc2C1=O)c1cccc2ccccc12,CCOC(=O)C(ON1C(=O)c2ccccc2C1=O)c1cccc2ccccc12
1794,CCC(=O)C(ON1C(=O)c2ccccc2C1=O)c1ccccc1,CCC(=O)C(ON1C(=O)c2ccccc2C1=O)c1ccccc1
1795,CCOC(=O)c1ccc(CON2C(=O)c3ccccc3C2=O)cc1,CCOC(=O)c1ccc(CON2C(=O)c3ccccc3C2=O)cc1
1796,CC(=O)c1ccc(CON2C(=O)c3ccccc3C2=O)cc1,CC(=O)c1ccc(CON2C(=O)c3ccccc3C2=O)cc1
1797,CC(C)(C)c1ccc(CON2C(=O)c3ccccc3C2=O)cc1,CC(C)(C)c1ccc(CON2C(=O)c3ccccc3C2=O)cc1
1798,Cc1ccc(CON2C(=O)c3ccccc3C2=O)cc1,Cc1ccc(CON2C(=O)c3ccccc3C2=O)cc1
1799,Cc1ccccc1CON1C(=O)c2ccccc2C1=O,Cc1ccccc1CON1C(=O)c2ccccc2C1=O
1800,O=Cc1ccc(Br)cc1,O=Cc1ccc(Br)cc1
1801,O=C1c2ccccc2C(=O)N1OCc1ccc(Br)cc1,O=C1c2ccccc2C(=O)N1OCc1ccc(Br)cc1
1802,COc1ccc(C=O)cc1,COc1ccc(C=O)cc1
1803,COc1ccc(CON2C(=O)c3ccccc3C2=O)cc1,COc1ccc(CON2C(=O)c3ccccc3C2=O)cc1
1804,CC(=O)c1ccccc1,CC(=O)c1ccccc1
1805,CC(ON1C(=O)c2ccccc2C1=O)c1ccccc1,CC(ON1C(=O)c2ccccc2C1=O)c1ccccc1
1806,O=Cc1ccccc1,O=Cc1ccccc1
1807,C=CC1=C(c2ccccc2)C([Sn](CCCC)(CCCC)CCCC)c2ccccc21,C=CC1=C(c2ccccc2)C([Sn](CCCC)(CCCC)CCCC)c2ccccc21
1808,C/C=C1\C(c2ccccc2)=C([Sn](CCCC)(CCCC)CCCC)c2ccccc21,CC=C1C(c2ccccc2)=C([Sn](CCCC)(CCCC)CCCC)c2ccccc21
1809,C=CC1C(c2ccccc2)=C([Sn](CCCC)(CCCC)CCCC)c2ccccc21,C=CC1C(c2ccccc2)=C([Sn](CCCC)(CCCC)CCCC)c2ccccc21
1810,CCCC[Sn](CCCC)(CCCC)c1c(-c2ccccc2)ccc2ccccc12,CCCC[Sn](CCCC)(CCCC)c1c(-c2ccccc2)ccc2ccccc12
1811,OC/C=C/c1ccccc1Br,OCC=Cc1ccccc1Br
1812,OC/C=C/c1ccccc1C#Cc1ccccc1,OCC=Cc1ccccc1C#Cc1ccccc1
1813,IC/C=C/c1ccccc1C#Cc1ccccc1,ICC=Cc1ccccc1C#Cc1ccccc1
1814,C[C](C)Cc1ccccc1,C[C](C)Cc1ccccc1
1815,CCSC/C=C/c1ccccc1C#Cc1ccccc1,CCSCC=Cc1ccccc1C#Cc1ccccc1
1816,C[C](Oc1ccccc1)c1ccccc1,C[C](Oc1ccccc1)c1ccccc1
1817,C=C(C)C[C](C)C,C=C(C)C[C](C)C
1818,C[C](C)CC(=O)C(C)(C)C,C[C](C)CC(=O)C(C)(C)C
1819,c1ccc(-c2ccc3ccccc3c2)cc1,c1ccc(-c2ccc3ccccc3c2)cc1
1820,Cc1cc(-c2ccccc2)cc2ccccc12,Cc1cc(-c2ccccc2)cc2ccccc12
1821,Cc1cc2ccccc2cc1-c1ccccc1,Cc1cc2ccccc2cc1-c1ccccc1
1822,C[Sn](C)(C)c1c(-c2ccccc2)ccc2ccccc12,C[Sn](C)(C)c1c(-c2ccccc2)ccc2ccccc12
1823,COC(=O)c1ccc(OC)c2c1CC(C)CO2,COC(=O)c1ccc(OC)c2c1CC(C)CO2
1824,COC(=O)c1ccc(OC)c2c1C(C)(C)CO2,COC(=O)c1ccc(OC)c2c1C(C)(C)CO2
1825,CC1CCCN(S(=O)(=O)c2ccccc2)C1,CC1CCCN(S(=O)(=O)c2ccccc2)C1
1826,C=C1CN(S(=O)(=O)c2ccccc2)CC1C,C=C1CN(S(=O)(=O)c2ccccc2)CC1C
1827,C=CCN(CC(=C)I)S(=O)(=O)c1ccccc1,C=CCN(CC(=C)I)S(=O)(=O)c1ccccc1
1828,CC1CCCN(S(=O)(=O)c2ccccc2)C1,CC1CCCN(S(=O)(=O)c2ccccc2)C1
1829,C=C1CN(S(=O)(=O)c2ccccc2)CC1C,C=C1CN(S(=O)(=O)c2ccccc2)CC1C
1830,C=CCCCC=C,C=CCCCC=C
1831,C=CCCCC(=C)I,C=CCCCC(=C)I
1832,C#CCCO/C(C)=C/C1CC1,C#CCCOC(C)=CC1CC1
1833,CC/C=C/C1(C)OCC/C1=C\[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,CCC=CC1(C)OCCC1=C[Sn](c1ccccc1)(c1ccccc1)c1ccccc1
1834,C=CC1(C(F)(F)F)OCC/C1=C\[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,C=CC1(C(F)(F)F)OCCC1=C[Sn](c1ccccc1)(c1ccccc1)c1ccccc1
1835,CC/C=C1/OCC/C(=C\[Sn](c2ccccc2)(c2ccccc2)c2ccccc2)C1COC,CCC=C1OCCC(=C[Sn](c2ccccc2)(c2ccccc2)c2ccccc2)C1COC
1836,COCC[C@H]1CC[C@@H]2/C(=C/[Sn](c3ccccc3)(c3ccccc3)c3ccccc3)CCO[C@]12C(F)(F)F,COCCC1CCC2C(=C[Sn](c3ccccc3)(c3ccccc3)c3ccccc3)CCOC12C(F)(F)F
1837,C=CC1=C(c2ccccc2)Cc2ccccc21,C=CC1=C(c2ccccc2)Cc2ccccc21
1838,O=C1C=CC(=O)N1c1ccccc1,O=C1C=CC(=O)N1c1ccccc1
1839,O=C1[C@@H]2[C@@H](CC=C3c4ccccc4C[C@@]32c2ccccc2)C(=O)N1c1ccccc1,O=C1C2CC=C3c4ccccc4CC3(c3ccccc3)C2C(=O)N1c1ccccc1
1840,O=Cc1ccccc1Br,O=Cc1ccccc1Br
1841,c1ccc(C2c3ccccc3-c3c4c(c5ccccc5c32)OCC4)cc1,c1ccc(C2c3ccccc3-c3c4c(c5ccccc5c32)OCC4)cc1
1842,c1ccc(C2c3c(ccc4ccccc34)-c3c4c(c5ccccc5c32)OCC4)cc1,c1ccc(C2c3c(ccc4ccccc34)-c3c4c(c5ccccc5c32)OCC4)cc1
1843,Cc1ccc2c(c1)C(c1ccccc1)c1c-2c2c(c3ccccc13)OCC2,Cc1ccc2c(c1)C(c1ccccc1)c1c-2c2c(c3ccccc13)OCC2
1844,COC(=O)c1ccc(C2c3ccccc3-c3c4c(c5ccccc5c32)OCC4)cc1,COC(=O)c1ccc(C2c3ccccc3-c3c4c(c5ccccc5c32)OCC4)cc1
1845,COc1ccc(C2c3ccccc3-c3c4c(c5ccccc5c32)OCC4)cc1,COc1ccc(C2c3ccccc3-c3c4c(c5ccccc5c32)OCC4)cc1
1846,FC(F)(F)c1ccc2c(c1)C(c1ccccc1)c1c-2c2c(c3ccccc13)OCC2,FC(F)(F)c1ccc2c(c1)C(c1ccccc1)c1c-2c2c(c3ccccc13)OCC2
1847,c1ccc(C2c3cc4c(cc3-c3c5c(c6ccccc6c32)OCC5)OCO4)cc1,c1ccc(C2c3cc4c(cc3-c3c5c(c6ccccc6c32)OCC5)OCO4)cc1
1848,Fc1ccc2c(c1)C(c1ccccc1)c1c-2c2c(c3ccccc13)OCC2,Fc1ccc2c(c1)C(c1ccccc1)c1c-2c2c(c3ccccc13)OCC2
1849,Fc1ccc2c3c(c4c(c2c1)C(c1ccccc1)c1ccccc1-4)CCO3,Fc1ccc2c3c(c4c(c2c1)C(c1ccccc1)c1ccccc1-4)CCO3
1850,N#Cc1ccc2c(c1)C(c1ccccc1)c1c-2c2c(c3ccccc13)OCC2,N#Cc1ccc2c(c1)C(c1ccccc1)c1c-2c2c(c3ccccc13)OCC2
1851,COc1cc2c3c(c4c(c2cc1OC)C(c1ccccc1)c1ccccc1-4)CCO3,COc1cc2c3c(c4c(c2cc1OC)C(c1ccccc1)c1ccccc1-4)CCO3
1852,c1ccc(C2c3ccccc3-c3c4c(c5ccccc5c32)OCC4)cc1,c1ccc(C2c3ccccc3-c3c4c(c5ccccc5c32)OCC4)cc1
1853,[2H]C1=C(c2ccccc2)/C(=C(\[2H])c2ccccc2)c2ccccc21,C1=C(c2ccccc2)C(=Cc2ccccc2)c2ccccc21
1854,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1
1855,COc1cc2c(cc1/C=C/C(=O)c1ccc(OC)c(OC)c1)C1CC[C@@]3(C)C(CC[C@@H]3O)C1CC2,COc1cc2c(cc1C=CC(=O)c1ccc(OC)c(OC)c1)C1CCC3(C)C(O)CCC3C1CC2
1856,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CCC2c3ccc4c(c3CCC21)C(=O)c1c(O)ccc(O)c1C4=O,CC(C)C(C)C=CC(C)C1CCC2c3ccc4c(c3CCC21)C(=O)c1c(O)ccc(O)c1C4=O
1857,COc1cc2c(cc1OC)C1CC[C@@]3(C)C(=CC[C@@H]3O)C1CC2,COc1cc2c(cc1OC)C1CCC3(C)C(=CCC3O)C1CC2
1858,CC(C)CCC[C@@H](C)[C@H]1CCC2C3=CCC4C(=O)C=CC(=O)C4C3CC[C@@]21C,CC(C)CCCC(C)C1CCC2C3=CCC4C(=O)C=CC(=O)C4C3CCC21C
1859,O=C(O)c1cc(C(=O)O)c2c(n1)C(=O)C(=O)c1cc(C(=O)O)[nH]c1-2,O=C(O)c1cc(C(=O)O)c2c(n1)C(=O)C(=O)c1cc(C(=O)O)[nH]c1-2
1860,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
1861,Cc1c(-c2cnccn2)ssc1=S,Cc1c(-c2cnccn2)ssc1=S
1862,[C][S@@](C)(=O)CCCCN=C=S,[C][S](C)(=O)CCCCN=C=S
1863,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O
1864,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O
1865,O=Cc1c(O)c(C=O)c(O)c(C=O)c1O,O=Cc1c(O)c(C=O)c(O)c(C=O)c1O
1866,CCOc1cc(Br)c2cc(Br)ccc2c1-c1c(OCC)cc(Br)c2cc(Br)ccc12,CCOc1cc(Br)c2cc(Br)ccc2c1-c1c(OCC)cc(Br)c2cc(Br)ccc12
1867,O=P(c1ccccc1)(c1ccccc1)c1cc(Br)c2ccccc2c1-c1c(P(=O)(c2ccccc2)c2ccccc2)cc(Br)c2ccccc12,O=P(c1ccccc1)(c1ccccc1)c1cc(Br)c2ccccc2c1-c1c(P(=O)(c2ccccc2)c2ccccc2)cc(Br)c2ccccc12
1868,[2H]OCC(OC([2H])([2H])[2H])c1ccccc1,COC(CO)c1ccccc1
1869,[N-]=[N+]=NCc1ccccc1,[N-]=[N+]=NCc1ccccc1
1870,c1ccc(Cn2cc(-c3ccccc3)nn2)cc1,c1ccc(Cn2cc(-c3ccccc3)nn2)cc1
1871,CCCCC(=O)/C=C/c1ccccc1,CCCCC(=O)C=Cc1ccccc1
1872,O=CCc1ccccc1,O=CCc1ccccc1
1873,O=Cc1ccccc1,O=Cc1ccccc1
1874,Cc1ccc(N)cc1,Cc1ccc(N)cc1
1875,Cc1ccc(/N=C/c2ccccc2)cc1,Cc1ccc(N=Cc2ccccc2)cc1
1876,c1ccc(CCc2ccccc2)cc1,c1ccc(CCc2ccccc2)cc1
1877,C=CCCC(C)Nc1ccc(OC)cc1,C=CCCC(C)Nc1ccc(OC)cc1
1878,COc1ccc(N)cc1,COc1ccc(N)cc1
1879,COC1=CC(=O)c2c(c(COc3ccc([N+](=O)[O-])cc3)c(C)n2C)C1=O,COC1=CC(=O)c2c(c(COc3ccc([N+](=O)[O-])cc3)c(C)n2C)C1=O
1880,COC1=CC(=O)c2c(c(CO)c(C)n2C)C1=O,COC1=CC(=O)c2c(c(CO)c(C)n2C)C1=O
1881,COC1=CC(=O)c2c(COc3ccc([N+](=O)[O-])cc3)c(C)n(C)c2C1=O,COC1=CC(=O)c2c(COc3ccc([N+](=O)[O-])cc3)c(C)n(C)c2C1=O
1882,CC1=CC(=O)c2c(CO)c(C)n(C)c2C1=O,CC1=CC(=O)c2c(CO)c(C)n(C)c2C1=O
1883,COC1=CC(=O)c2c(c(COc3ccccc3)c(C)n2C)C1=O,COC1=CC(=O)c2c(c(COc3ccccc3)c(C)n2C)C1=O
1884,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12
1885,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C
1886,COc1cc(C)c(CC/C(C)=C/CC2=CC(=O)C=CC2=O)c(C)c1C,COc1cc(C)c(CCC(C)=CCC2=CC(=O)C=CC2=O)c(C)c1C
1887,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1
1888,COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
1889,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12
1890,COC1=C(N)C(=O)c2nc(-c3nc(C(=O)O)c(C)c(-c4ccc(OC)c(OC)c4O)c3N)ccc2C1=O,COC1=C(N)C(=O)c2nc(-c3nc(C(=O)O)c(C)c(-c4ccc(OC)c(OC)c4O)c3N)ccc2C1=O
1891,CC1=C(C)C(=O)C(CC[C@](C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)=C(C)C1=O,CC1=C(C)C(=O)C(CCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)=C(C)C1=O
1892,CC1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,CC1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O
1893,CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O
1894,CC1=C(N2CC2)C(=O)C(CO)=C(N2CC2)C1=O,CC1=C(N2CC2)C(=O)C(CO)=C(N2CC2)C1=O
1895,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O
1896,Cn1c(/C=C/CO)c(CO)c2c1C(=O)C=C(N1CC1)C2=O,Cn1c(C=CCO)c(CO)c2c1C(=O)C=C(N1CC1)C2=O
1897,C[C@@H]1CN1C1=CC(=O)c2c(c(CO)c(-c3ccccc3)n2C)C1=O,CC1CN1C1=CC(=O)c2c(c(CO)c(-c3ccccc3)n2C)C1=O
1898,Cn1c(=O)c2c3ccccc3oc2c2ccccc21,Cn1c(=O)c2c3ccccc3oc2c2ccccc21
1899,Cn1c2ccccc2c2c(Nc3ccccc3)nc3c(c21)CCC3,Cn1c2ccccc2c2c(Nc3ccccc3)nc3c(c21)CCC3
1900,O=C(O)CC1CCCC(C(=O)O)C1,O=C(O)CC1CCCC(C(=O)O)C1
1901,C1CC2CCCC2C1,C1CC2CCCC2C1
1902,COc1ccc(C=O)cc1OC,COc1ccc(C=O)cc1OC
1903,O=C1CCC(c2ccccc2)CC1,O=C1CCC(c2ccccc2)CC1
1904,O=C1CCc2ccccc21,O=C1CCc2ccccc21
1905,c1cc(-c2cc(-c3ccc(-c4cc(-c5ccncc5)nc(-c5ccncc5)c4)cc3)cc(-c3ccncc3)n2)ccn1,c1cc(-c2cc(-c3ccc(-c4cc(-c5ccncc5)nc(-c5ccncc5)c4)cc3)cc(-c3ccncc3)n2)ccn1
1906,COc1cccc(C=O)c1O,COc1cccc(C=O)c1O
1907,Cc1ccc(N)cc1,Cc1ccc(N)cc1
1908,COc1cccc(/C=N/c2ccc(C)cc2)c1O,COc1cccc(C=Nc2ccc(C)cc2)c1O
1909,CC(C)C(=O)[C@H](C)[C@@H]1CCC(=O)C1,CC(C)C(=O)C(C)C1CCC(=O)C1
1910,CCSC(=O)C1CCCC1=O,CCSC(=O)C1CCCC1=O
1911,COC(=O)C1CCCC1=O,COC(=O)C1CCCC1=O
1912,CC1C(=O)CCC1=O,CC1C(=O)CCC1=O
1913,C=CC=O,C=CC=O
1914,CC1CCC2=C1CC(CC1OCCO1)C(=O)C2,CC1CCC2=C1CC(CC1OCCO1)C(=O)C2
1915,CC1C(=O)CCC(=O)C1C,CC1C(=O)CCC(=O)C1C
1916,CC(=O)N1C(=O)C2CC(=O)Cc3cccc1c32,CC(=O)N1C(=O)C2CC(=O)Cc3cccc1c32
1917,CC1(C)CCC[C@@]2(C)C1CC[C@@]1(C(=O)O)CC(CC(=O)O)CCC12,CC1(C)CCCC2(C)C1CCC1(C(=O)O)CC(CC(=O)O)CCC12
1918,C=CCC1CCCC(=O)C1,C=CCC1CCCC(=O)C1
1919,O=C1CCC(CCBr)CC1,O=C1CCC(CCBr)CC1
1920,CC(=O)CC(C)=O,CC(=O)CC(C)=O
1921,FC1CCCCC1,FC1CCCCC1
1922,C1CCOOC1,C1CCOOC1
1923,FC1CCCOO1,FC1CCCOO1
1924,O=C1CCCOO1,O=C1CCCOO1
1925,CC1CCCO1,CC1CCCO1
1926,FC1OOCOO1,FC1OOCOO1
1927,FC1OCCOO1,FC1OCCOO1
1928,FC1OCCCO1,FC1OCCCO1
1929,FC1CCCCO1,FC1CCCCO1
1930,[C]=C(F)F,[C]=C(F)F
1931,c1ccccc1,c1ccccc1
1932,C=CCN1COCOC1,C=CCN1COCOC1
1933,C1=CCC=C1,C1=CCC=C1
1934,C=COC,C=COC
1935,C=c1cccc2c1=C(O)c1ccccc1C2=O,C=c1cccc2c1=C(O)c1ccccc1C2=O
1936,O=C(Cc1ccccn1)c1ccccc1,O=C(Cc1ccccn1)c1ccccc1
1937,C(#Cc1ccccn1)c1ccccc1,C(#Cc1ccccn1)c1ccccc1
1938,NCCN,NCCN
1939,c1ccc(C2=NCCN2)cc1,c1ccc(C2=NCCN2)cc1
1940,NC(=O)c1ccccc1N,NC(=O)c1ccccc1N
1941,O=Cc1ccccc1Br,O=Cc1ccccc1Br
1942,COC(OC)c1ccccc1C=O,COC(OC)c1ccccc1C=O
1943,COC(OC)c1ccccc1Br,COC(OC)c1ccccc1Br
1944,C=CCCC=C,C=CCCC=C
1945,C=CCC(=C)C=C,C=CCC(=C)C=C
1946,CC(C)Cc1ccc2ccccc2n1,CC(C)Cc1ccc2ccccc2n1
1947,N#Cc1ccc(-c2ccc3ccccc3n2)cc1,N#Cc1ccc(-c2ccc3ccccc3n2)cc1
1948,Fc1ccc(-c2ccc3ccccc3n2)cc1,Fc1ccc(-c2ccc3ccccc3n2)cc1
